,SNo,ObservationDate,Province_State,Country_Region,Last Update,Confirmed,Deaths,Recovered,State,Latitude,Longitude,City
58,3952,2020-03-07,WA,US,2020-03-07T20:03:07,1.0,0.0,0.0,WA,38.899348700000004,-77.0145665,Washington
59,3959,2020-03-07,WA,US,2020-03-05T20:23:07,1.0,0.0,0.0,WA,38.899348700000004,-77.0145665,Washington
60,3963,2020-03-07,WA,US,2020-03-07T16:43:02,1.0,0.0,0.0,WA,38.899348700000004,-77.0145665,Washington
61,3970,2020-03-07,WA,US,2020-03-07T03:13:44,1.0,0.0,0.0,WA,38.899348700000004,-77.0145665,Washington
62,4544,2020-03-10,WA,US,2020-03-10T22:13:11,267.0,23.0,1.0,WA,38.899348700000004,-77.0145665,Washington
63,4747,2020-03-11,WA,US,2020-03-11T22:33:03,366.0,29.0,1.0,WA,38.899348700000004,-77.0145665,Washington
64,4962,2020-03-12,WA,US,2020-03-12T23:44:33,442.0,31.0,1.0,WA,38.899348700000004,-77.0145665,Washington
65,5372,2020-03-13,WA,US,2020-03-11T20:00:00,568.0,37.0,1.0,WA,38.899348700000004,-77.0145665,Washington
66,5410,2020-03-14,WA,US,2020-03-14T22:13:19,572.0,37.0,1.0,WA,38.899348700000004,-77.0145665,Washington
67,5658,2020-03-15,WA,US,2020-03-15T02:13:21,643.0,40.0,1.0,WA,38.899348700000004,-77.0145665,Washington
68,5913,2020-03-16,WA,US,2020-03-16T23:53:03,904.0,48.0,1.0,WA,38.899348700000004,-77.0145665,Washington
69,6181,2020-03-17,WA,US,2020-03-17T23:33:03,1076.0,55.0,1.0,WA,38.899348700000004,-77.0145665,Washington
70,6459,2020-03-18,WA,US,2020-03-18T14:13:56,1014.0,55.0,0.0,WA,38.899348700000004,-77.0145665,Washington
71,6739,2020-03-19,WA,US,2020-03-19T23:43:04,1376.0,74.0,0.0,WA,38.899348700000004,-77.0145665,Washington
72,7030,2020-03-20,WA,US,2020-03-20T23:43:03,1524.0,83.0,0.0,WA,38.899348700000004,-77.0145665,Washington
73,119,2020-01-24,IL,US,1/24/20 17:00,1.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
74,160,2020-01-25,IL,US,1/25/20 17:00,1.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
75,204,2020-01-26,IL,US,1/26/20 16:00,1.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
76,251,2020-01-27,IL,US,1/27/20 23:59,1.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
77,302,2020-01-28,IL,US,1/28/20 23:00,1.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
78,354,2020-01-29,IL,US,1/29/20 19:30,1.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
79,409,2020-01-30,IL,US,1/30/20 16:00,1.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
80,476,2020-01-31,IL,US,1/31/2020 23:59,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
81,543,2020-02-01,IL,US,2/1/2020 19:43,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
82,613,2020-02-02,IL,US,2020-02-01T19:43:03,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
83,680,2020-02-03,IL,US,2020-02-01T19:43:03,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
84,748,2020-02-04,IL,US,2020-02-01T19:43:03,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
85,819,2020-02-05,IL,US,2020-02-01T19:43:03,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
86,890,2020-02-06,IL,US,2020-02-01T19:43:03,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
87,962,2020-02-07,IL,US,2020-02-01T19:43:03,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
88,1034,2020-02-08,IL,US,2020-02-01T19:43:03,2.0,0.0,0.0,IL,39.739318,-89.504139,Illinois
89,1107,2020-02-09,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
90,1179,2020-02-10,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
91,1251,2020-02-11,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
92,1324,2020-02-12,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
93,1397,2020-02-13,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
94,1471,2020-02-14,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
95,1546,2020-02-15,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
96,1621,2020-02-16,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
97,1696,2020-02-17,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
98,1771,2020-02-18,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
99,1847,2020-02-19,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
100,1923,2020-02-20,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
101,2002,2020-02-21,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
102,2086,2020-02-22,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
103,2170,2020-02-23,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
104,2255,2020-02-24,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
105,2348,2020-02-25,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
106,2449,2020-02-26,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
107,2552,2020-02-27,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
108,2659,2020-02-28,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
109,2779,2020-02-29,IL,US,2020-02-09T19:03:03,2.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
110,2900,2020-03-01,IL,US,2020-03-01T03:53:02,3.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
111,3021,2020-03-02,IL,US,2020-03-02T20:33:02,4.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
112,3166,2020-03-03,IL,US,2020-03-02T20:33:02,4.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
113,3326,2020-03-04,IL,US,2020-03-02T20:33:02,4.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
114,3486,2020-03-05,IL,US,2020-03-05T18:33:03,5.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
115,3668,2020-03-06,IL,US,2020-03-05T18:33:03,5.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
116,3868,2020-03-07,IL,US,2020-03-07T01:53:03,6.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
117,4616,2020-03-10,IL,US,2020-03-10T18:33:03,12.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
118,4803,2020-03-11,IL,US,2020-03-11T22:53:03,25.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
119,5020,2020-03-12,IL,US,2020-03-12T23:44:33,32.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
120,5338,2020-03-13,IL,US,2020-03-11T20:00:00,46.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
121,5469,2020-03-14,IL,US,2020-03-14T22:33:04,64.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
122,5718,2020-03-15,IL,US,2020-03-15T18:20:19,93.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
123,5971,2020-03-16,IL,US,2020-03-16T22:13:21,105.0,0.0,2.0,IL,39.739318,-89.504139,Illinois
124,6232,2020-03-17,IL,US,2020-03-17T22:53:03,161.0,1.0,2.0,IL,39.739318,-89.504139,Illinois
125,6514,2020-03-18,IL,US,2020-03-18T19:14:34,162.0,1.0,0.0,IL,39.739318,-89.504139,Illinois
126,6764,2020-03-19,IL,US,2020-03-19T21:13:40,422.0,4.0,0.0,IL,39.739318,-89.504139,Illinois
127,7050,2020-03-20,IL,US,2020-03-20T21:13:32,585.0,5.0,0.0,IL,39.739318,-89.504139,Illinois
128,205,2020-01-26,CA,US,1/26/20 16:00,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
129,252,2020-01-27,CA,US,1/27/20 23:59,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
130,303,2020-01-28,CA,US,1/28/20 23:00,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
131,355,2020-01-29,CA,US,1/29/20 19:30,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
132,410,2020-01-30,CA,US,1/30/20 16:00,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
133,477,2020-01-31,CA,US,1/31/2020 23:59,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
134,556,2020-02-01,CA,US,2/1/2020 19:53,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
135,557,2020-02-01,CA,US,2/1/2020 19:53,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
136,558,2020-02-01,CA,US,2/1/2020 19:53,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
137,623,2020-02-02,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
138,624,2020-02-02,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
139,625,2020-02-02,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
140,681,2020-02-03,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
141,682,2020-02-03,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
142,692,2020-02-03,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
143,693,2020-02-03,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
144,749,2020-02-04,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
145,750,2020-02-04,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
146,762,2020-02-04,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
147,763,2020-02-04,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
148,820,2020-02-05,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
149,821,2020-02-05,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
150,832,2020-02-05,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
151,834,2020-02-05,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
152,891,2020-02-06,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
153,892,2020-02-06,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
154,903,2020-02-06,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
155,905,2020-02-06,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
156,963,2020-02-07,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
157,964,2020-02-07,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
158,975,2020-02-07,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
159,977,2020-02-07,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
160,1035,2020-02-08,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
161,1036,2020-02-08,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
162,1047,2020-02-08,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
163,1049,2020-02-08,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
164,1108,2020-02-09,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
165,1109,2020-02-09,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
166,1119,2020-02-09,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
167,1121,2020-02-09,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
168,1180,2020-02-10,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
169,1181,2020-02-10,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
170,1191,2020-02-10,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
171,1193,2020-02-10,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
172,1252,2020-02-11,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
173,1253,2020-02-11,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
174,1263,2020-02-11,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
175,1265,2020-02-11,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
176,1266,2020-02-11,CA,US,2020-02-11T01:23:05,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
177,1325,2020-02-12,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
178,1326,2020-02-12,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
179,1336,2020-02-12,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
180,1338,2020-02-12,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
181,1339,2020-02-12,CA,US,2020-02-11T01:23:05,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
182,1398,2020-02-13,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
183,1399,2020-02-13,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
184,1400,2020-02-13,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
185,1410,2020-02-13,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
186,1412,2020-02-13,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
187,1472,2020-02-14,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
188,1473,2020-02-14,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
189,1474,2020-02-14,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
190,1485,2020-02-14,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
191,1487,2020-02-14,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
192,1547,2020-02-15,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
193,1548,2020-02-15,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
194,1549,2020-02-15,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
195,1560,2020-02-15,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
196,1562,2020-02-15,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
197,1622,2020-02-16,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
198,1623,2020-02-16,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
199,1624,2020-02-16,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
200,1635,2020-02-16,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
201,1637,2020-02-16,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
202,1697,2020-02-17,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
203,1698,2020-02-17,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
204,1699,2020-02-17,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
205,1710,2020-02-17,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
206,1712,2020-02-17,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
207,1772,2020-02-18,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
208,1773,2020-02-18,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
209,1774,2020-02-18,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
210,1785,2020-02-18,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
211,1787,2020-02-18,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
212,1848,2020-02-19,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
213,1849,2020-02-19,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
214,1850,2020-02-19,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
215,1861,2020-02-19,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
216,1863,2020-02-19,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
217,1924,2020-02-20,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
218,1925,2020-02-20,CA,US,2020-02-13T03:13:08,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
219,1926,2020-02-20,CA,US,2020-02-03T00:43:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
220,1937,2020-02-20,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
221,1939,2020-02-20,CA,US,2020-02-01T19:53:03,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
222,1992,2020-02-21,CA,US,2020-02-21T23:23:06,5.0,0.0,0.0,CA,37.2718745,-119.2704153,California
223,2004,2020-02-21,CA,US,2020-02-03T03:53:02,2.0,0.0,0.0,CA,37.2718745,-119.2704153,California
224,2005,2020-02-21,CA,US,2020-02-21T05:43:02,2.0,0.0,1.0,CA,37.2718745,-119.2704153,California
225,2006,2020-02-21,CA,US,2020-02-21T05:23:04,2.0,0.0,1.0,CA,37.2718745,-119.2704153,California
226,2019,2020-02-21,CA,US,2020-02-21T05:13:09,1.0,0.0,0.0,CA,37.2718745,-119.2704153,California
